item.id|job|like.feat|dislike.feat|like.all|dislike.all|odd.ratio
99|homemaker|1|0|406|102|0.25615763546798026
99|lawyer|6|1|406|102|1.5073891625615763
99|librarian|24|2|406|102|3.0147783251231526
99|marketing|8|1|406|102|2.0098522167487687
99|none|3|1|406|102|0.7536945812807881
99|other|44|9|406|102|1.2282430213464697
99|programmer|40|7|406|102|1.4356087262491202
99|retired|9|1|406|102|2.2610837438423648
99|salesman|2|1|406|102|0.5024630541871922
99|scientist|15|3|406|102|1.2561576354679804
99|student|69|26|406|102|0.6667298219022357
99|technician|10|8|406|102|0.3140394088669951
99|writer|19|8|406|102|0.5966748768472906
100|administrator|2|1|32|41|2.5625
100|artist|1|2|32|41|0.640625
100|doctor|0|1|32|41|1.2058823529411764
100|educator|3|3|32|41|1.28125
100|engineer|2|7|32|41|0.36607142857142855
100|entertainment|1|1|32|41|1.28125
100|executive|0|1|32|41|1.2058823529411764
100|healthcare|1|1|32|41|1.28125
100|lawyer|1|1|32|41|1.28125
100|librarian|0|2|32|41|0.6029411764705882
100|marketing|1|0|32|41|1.34375
100|other|4|4|32|41|1.28125
100|programmer|4|1|32|41|5.125
100|scientist|0|2|32|41|0.6029411764705882
100|student|9|9|32|41|1.28125
100|technician|3|3|32|41|1.28125
100|writer|0|2|32|41|0.6029411764705882
101|administrator|3|2|22|32|2.1818181818181817
101|artist|2|2|22|32|1.4545454545454546
101|educator|3|3|22|32|1.4545454545454544
101|engineer|1|3|22|32|0.48484848484848486
101|entertainment|0|2|22|32|0.6666666666666666
101|healthcare|1|1|22|32|1.4545454545454546
101|lawyer|0|1|22|32|1.3333333333333333
101|librarian|2|1|22|32|2.909090909090909
101|marketing|0|1|22|32|1.3333333333333333
101|other|2|6|22|32|0.48484848484848486
101|programmer|1|2|22|32|0.7272727272727273
101|retired|0|1|22|32|1.3333333333333333
101|scientist|1|0|22|32|1.5454545454545454
101|student|6|3|22|32|2.9090909090909087
101|technician|0|2|22|32|0.6666666666666666
101|writer|0|2|22|32|0.6666666666666666
102|administrator|0|1|0|15|7.5
102|educator|0|1|0|15|7.5
102|engineer|0|1|0|15|7.5
102|executive|0|1|0|15|7.5
102|healthcare|0|1|0|15|7.5
102|librarian|0|2|0|15|3.75
102|marketing|0|1|0|15|7.5
102|programmer|0|3|0|15|2.5
102|student|0|2|0|15|3.75
102|technician|0|1|0|15|7.5
102|writer|0|1|0|15|7.5
103|engineer|0|1|0|5|2.5
103|executive|0|1|0|5|2.5
103|student|0|2|0|5|1.25
103|technician|0|1|0|5|2.5
104|administrator|0|2|12|62|2.2142857142857144
104|artist|0|2|12|62|2.2142857142857144
104|educator|2|3|12|62|3.444444444444444
104|engineer|0|7|12|62|0.6326530612244898
104|entertainment|0|1|12|62|4.428571428571429
104|executive|1|3|12|62|1.722222222222222
104|lawyer|0|1|12|62|4.428571428571429
104|librarian|0|1|12|62|4.428571428571429
104|marketing|0|1|12|62|4.428571428571429
104|none|1|1|12|62|5.166666666666667
104|other|0|6|12|62|0.738095238095238
104|programmer|1|5|12|62|1.0333333333333332
104|retired|0|2|12|62|2.2142857142857144
104|salesman|1|1|12|62|5.166666666666667
104|student|6|16|12|62|1.9375
104|technician|0|6|12|62|0.738095238095238
104|writer|0|4|12|62|1.1071428571428572
105|administrator|2|2|21|50|2.380952380952381
105|educator|2|4|21|50|1.1904761904761905
105|engineer|2|3|21|50|1.5873015873015872
105|entertainment|1|2|21|50|1.1904761904761905
105|executive|1|5|21|50|0.47619047619047616
105|healthcare|0|1|21|50|2.1739130434782608
105|librarian|0|4|21|50|0.5434782608695652
105|marketing|1|1|21|50|2.380952380952381
105|none|1|0|21|50|2.476190476190476
105|other|2|5|21|50|0.9523809523809523
105|programmer|1|4|21|50|0.5952380952380952
105|retired|1|1|21|50|2.380952380952381
105|salesman|0|1|21|50|2.1739130434782608
105|scientist|1|1|21|50|2.380952380952381
105|student|2|10|21|50|0.47619047619047616
105|technician|3|2|21|50|3.571428571428571
105|writer|1|4|21|50|0.5952380952380952
106|administrator|4|0|22|20|4.0
106|artist|1|0|22|20|1.0
106|educator|0|4|22|20|0.20833333333333331
106|engineer|1|2|22|20|0.45454545454545453
106|entertainment|1|1|22|20|0.9090909090909091
106|executive|0|3|22|20|0.2777777777777778
106|healthcare|1|1|22|20|0.9090909090909091
106|librarian|0|1|22|20|0.8333333333333333
106|marketing|0|1|22|20|0.8333333333333333
106|other|4|1|22|20|3.6363636363636362
106|programmer|0|1|22|20|0.8333333333333333
106|retired|2|0|22|20|2.0
106|scientist|0|2|22|20|0.41666666666666663
106|student|6|2|22|20|2.727272727272727
106|technician|1|1|22|20|0.9090909090909091
106|writer|1|0|22|20|1.0
107|administrator|0|2|24|41|0.7884615384615384
107|artist|0|1|24|41|1.5769230769230769
107|educator|4|2|24|41|3.4166666666666665
107|engineer|4|2|24|41|3.4166666666666665
107|entertainment|1|2|24|41|0.8541666666666666
107|executive|0|1|24|41|1.5769230769230769
107|lawyer|0|1|24|41|1.5769230769230769
107|librarian|1|0|24|41|1.7916666666666665
107|marketing|0|2|24|41|0.7884615384615384
107|other|3|2|24|41|2.5625
107|programmer|2|5|24|41|0.6833333333333333
107|salesman|1|1|24|41|1.7083333333333333
107|student|5|17|24|41|0.502450980392157
107|technician|2|1|24|41|3.4166666666666665
107|writer|1|2|24|41|0.8541666666666666
108|administrator|3|1|67|63|2.8208955223880596
108|artist|2|2|67|63|0.9402985074626866
108|doctor|1|0|67|63|0.9701492537313432
108|educator|5|3|67|63|1.5671641791044775
108|engineer|8|10|67|63|0.7522388059701492
108|entertainment|3|4|67|63|0.7052238805970149
108|executive|1|1|67|63|0.9402985074626866
108|lawyer|0|2|67|63|0.4565217391304348
108|librarian|1|2|67|63|0.4701492537313433
108|marketing|1|1|67|63|0.9402985074626866
108|none|1|3|67|63|0.31343283582089554
108|other|4|5|67|63|0.7522388059701492
108|programmer|7|8|67|63|0.8227611940298508
108|retired|0|1|67|63|0.9130434782608696
108|scientist|2|1|67|63|1.8805970149253732
108|student|23|13|67|63|1.6636050516647531
108|technician|4|4|67|63|0.9402985074626866
108|writer|1|2|67|63|0.4701492537313433
109|administrator|0|1|6|25|3.125
109|educator|1|1|6|25|4.166666666666666
109|engineer|0|1|6|25|3.125
109|healthcare|0|1|6|25|3.125
109|lawyer|0|1|6|25|3.125
109|librarian|0|1|6|25|3.125
109|other|1|7|6|25|0.5952380952380951
109|programmer|0|1|6|25|3.125
109|scientist|0|1|6|25|3.125
109|student|3|7|6|25|1.7857142857142856
109|technician|0|1|6|25|3.125
109|writer|1|2|6|25|2.083333333333333
110|administrator|14|9|148|124|1.3033033033033032
110|artist|2|1|148|124|1.6756756756756759
110|doctor|1|2|148|124|0.41891891891891897
110|educator|20|7|148|124|2.393822393822394
110|engineer|10|8|148|124|1.0472972972972974
110|entertainment|4|2|148|124|1.6756756756756759
110|executive|6|6|148|124|0.8378378378378379
110|healthcare|2|2|148|124|0.8378378378378379
110|homemaker|1|1|148|124|0.8378378378378379
110|lawyer|0|1|148|124|0.8266666666666668
110|librarian|8|5|148|124|1.3405405405405406
110|marketing|0|5|148|124|0.16533333333333336
110|none|4|0|148|124|3.4054054054054057
110|other|17|24|148|124|0.5934684684684686
110|programmer|12|5|148|124|2.010810810810811
110|retired|0|1|148|124|0.8266666666666668
110|salesman|0|3|148|124|0.27555555555555555
110|scientist|6|3|148|124|1.6756756756756759
110|student|31|30|148|124|0.8657657657657657
110|technician|7|3|148|124|1.9549549549549552
110|writer|3|6|148|124|0.41891891891891897
111|administrator|0|1|4|16|2.6666666666666665
111|educator|0|2|4|16|1.3333333333333333
111|engineer|0|1|4|16|2.6666666666666665
111|executive|0|1|4|16|2.6666666666666665
111|healthcare|0|1|4|16|2.6666666666666665
111|homemaker|0|1|4|16|2.6666666666666665
111|librarian|0|1|4|16|2.6666666666666665
111|marketing|0|1|4|16|2.6666666666666665
111|other|1|3|4|16|1.3333333333333333
111|programmer|0|2|4|16|1.3333333333333333
111|student|1|0|4|16|4.5
111|technician|0|1|4|16|2.6666666666666665
111|writer|2|1|4|16|8.0
112|educator|1|0|7|2|0.5714285714285714
112|entertainment|1|0|7|2|0.5714285714285714
112|healthcare|0|1|7|2|0.2222222222222222
112|librarian|1|1|7|2|0.2857142857142857
112|other|1|0|7|2|0.5714285714285714
112|scientist|1|0|7|2|0.5714285714285714
112|student|1|0|7|2|0.5714285714285714
112|technician|1|0|7|2|0.5714285714285714
113|administrator|6|1|61|6|0.5901639344262295
113|artist|1|1|61|6|0.09836065573770493
113|doctor|1|0|61|6|0.13114754098360656
113|educator|5|0|61|6|0.6557377049180327
113|engineer|5|1|61|6|0.4918032786885246
113|entertainment|2|0|61|6|0.26229508196721313
113|librarian|4|0|61|6|0.5245901639344263
113|marketing|1|0|61|6|0.13114754098360656
113|other|7|2|61|6|0.34426229508196726
113|programmer|6|0|61|6|0.7868852459016393
113|retired|1|0|61|6|0.13114754098360656
113|salesman|1|0|61|6|0.13114754098360656
113|scientist|2|0|61|6|0.26229508196721313
113|student|14|0|61|6|1.8360655737704918
113|technician|3|0|61|6|0.39344262295081966
113|writer|2|1|61|6|0.19672131147540986
114|administrator|0|1|9|6|0.5454545454545455
114|artist|1|0|9|6|0.8888888888888888
114|doctor|0|1|9|6|0.5454545454545455
114|educator|2|0|9|6|1.7777777777777777
114|engineer|2|0|9|6|1.7777777777777777
114|entertainment|0|1|9|6|0.5454545454545455
114|librarian|1|0|9|6|0.8888888888888888
114|marketing|0|2|9|6|0.27272727272727276
114|programmer|1|0|9|6|0.8888888888888888
114|student|1|0|9|6|0.8888888888888888
114|technician|1|1|9|6|0.6666666666666666
115|administrator|6|4|86|39|0.6802325581395349
115|artist|2|0|86|39|0.9534883720930232
115|doctor|0|1|86|39|0.44318181818181823
115|educator|15|3|86|39|2.2674418604651163
115|engineer|7|6|86|39|0.5290697674418605
115|entertainment|0|2|86|39|0.22159090909090912
115|executive|5|3|86|39|0.755813953488372
115|healthcare|1|2|86|39|0.22674418604651164
115|lawyer|2|0|86|39|0.9534883720930232
115|librarian|9|2|86|39|2.0406976744186047
115|marketing|1|0|86|39|0.4767441860465116
115|other|7|4|86|39|0.7936046511627908
115|programmer|5|1|86|39|2.2674418604651163
115|retired|1|2|86|39|0.22674418604651164
115|scientist|3|1|86|39|1.3604651162790697
115|student|13|3|86|39|1.9651162790697672
115|technician|2|1|86|39|0.9069767441860466
115|writer|7|4|86|39|0.7936046511627908
116|administrator|19|5|240|138|2.1849999999999996
116|artist|2|3|240|138|0.38333333333333336
116|doctor|3|0|240|138|1.7500000000000002
116|educator|13|12|240|138|0.6229166666666667
116|engineer|18|19|240|138|0.5447368421052632
116|entertainment|5|3|240|138|0.9583333333333333
116|executive|12|4|240|138|1.725
116|healthcare|5|4|240|138|0.71875
116|homemaker|2|0|240|138|1.1666666666666667
116|lawyer|1|2|240|138|0.2875
116|librarian|10|6|240|138|0.9583333333333333
116|marketing|3|2|240|138|0.8625
116|none|6|0|240|138|3.5000000000000004
116|other|29|17|240|138|0.9808823529411764
116|programmer|19|9|240|138|1.2138888888888888
116|retired|2|3|240|138|0.38333333333333336
116|salesman|4|1|240|138|2.3
116|scientist|2|8|240|138|0.14375
116|student|71|28|240|138|1.458035714285714
116|technician|8|5|240|138|0.9199999999999999
116|writer|6|7|240|138|0.4928571428571428
117|administrator|9|17|127|166|0.6919870310328856
117|artist|0|6|127|166|0.2144702842377261
117|doctor|1|2|127|166|0.6535433070866141
117|educator|14|9|127|166|2.0332458442694663
117|engineer|10|15|127|166|0.8713910761154856
117|entertainment|1|5|127|166|0.2614173228346457
117|executive|8|5|127|166|2.0913385826771655
117|healthcare|3|3|127|166|1.3070866141732285
117|homemaker|3|0|127|166|3.968503937007874
117|lawyer|0|1|127|166|1.2868217054263564
117|librarian|4|8|127|166|0.6535433070866141
117|marketing|3|0|127|166|3.968503937007874
117|none|2|2|127|166|1.3070866141732282
117|other|14|18|127|166|1.0166229221347332
117|programmer|14|9|127|166|2.0332458442694663
117|retired|1|2|127|166|0.6535433070866141
117|salesman|2|1|127|166|2.6141732283464565
117|scientist|2|2|127|166|1.3070866141732282
117|student|27|46|127|166|0.767203012666895
117|technician|2|7|127|166|0.3734533183352081
117|writer|7|8|127|166|1.1437007874015748
118|educator|1|0|3|1|1.0
118|librarian|1|0|3|1|1.0
118|retired|0|1|3|1|0.2
118|technician|1|0|3|1|1.0
119|administrator|0|3|10|57|1.5833333333333333
119|artist|0|2|10|57|2.375
119|doctor|0|1|10|57|4.75
119|educator|1|4|10|57|1.4250000000000003
119|engineer|2|3|10|57|3.8000000000000003
119|entertainment|0|2|10|57|2.375
119|executive|0|4|10|57|1.1875
119|healthcare|1|0|10|57|5.9
119|lawyer|0|1|10|57|4.75
119|librarian|1|3|10|57|1.9000000000000001
119|marketing|0|1|10|57|4.75
119|none|0|1|10|57|4.75
119|other|1|5|10|57|1.1400000000000001
119|programmer|1|5|10|57|1.1400000000000001
119|retired|0|1|10|57|4.75
119|salesman|0|2|10|57|2.375
119|student|2|16|10|57|0.7125000000000001
119|technician|1|2|10|57|2.8500000000000005
119|writer|0|1|10|57|4.75
120|administrator|25|8|228|201|2.7549342105263155
120|artist|1|6|228|201|0.1469298245614035
120|doctor|3|0|228|201|2.6710526315789473
120|educator|20|16|228|201|1.1019736842105263
120|engineer|19|23|228|201|0.7282608695652173
120|entertainment|3|4|228|201|0.6611842105263158
120|executive|14|3|228|201|4.114035087719298
120|healthcare|4|6|228|201|0.587719298245614
120|homemaker|1|2|228|201|0.4407894736842105
120|lawyer|0|2|228|201|0.43695652173913047
120|librarian|8|7|228|201|1.007518796992481
120|marketing|4|5|228|201|0.7052631578947368
120|none|3|2|228|201|1.3223684210526316
120|other|27|14|228|201|1.700187969924812
120|programmer|16|15|228|201|0.9403508771929825
120|retired|2|4|228|201|0.4407894736842105
120|salesman|3|2|228|201|1.3223684210526316
120|scientist|7|5|228|201|1.2342105263157894
120|student|49|61|228|201|0.7081535806729939
120|technician|12|6|228|201|1.763157894736842
120|writer|7|10|228|201|0.6171052631578947
121|administrator|0|6|14|92|0.9583333333333334
121|artist|0|2|14|92|2.875
121|educator|0|4|14|92|1.4375
121|engineer|1|8|14|92|0.8214285714285714
121|entertainment|0|2|14|92|2.875
121|executive|0|2|14|92|2.875
121|healthcare|0|1|14|92|5.75
121|homemaker|0|1|14|92|5.75
121|lawyer|0|1|14|92|5.75
121|librarian|0|7|14|92|0.8214285714285714
121|marketing|0|1|14|92|5.75
121|none|0|2|14|92|2.875
121|other|3|6|14|92|3.2857142857142856
121|programmer|0|3|14|92|1.9166666666666667
121|retired|1|0|14|92|6.714285714285714
121|salesman|1|1|14|92|6.571428571428571
121|student|6|37|14|92|1.0656370656370655
121|technician|2|4|14|92|3.2857142857142856
121|writer|0|4|14|92|1.4375
122|administrator|1|3|50|65|0.4333333333333333
122|artist|1|3|50|65|0.4333333333333333
122|educator|3|4|50|65|0.9749999999999999
122|engineer|2|6|50|65|0.4333333333333333
122|entertainment|1|5|50|65|0.26
122|executive|1|3|50|65|0.4333333333333333
122|healthcare|1|1|50|65|1.3
122|librarian|1|2|50|65|0.65
122|marketing|0|1|50|65|1.25
122|none|1|2|50|65|0.65
122|other|6|8|50|65|0.9749999999999999
122|programmer|7|1|50|65|9.1
122|retired|0|1|50|65|1.25
122|scientist|0|1|50|65|1.25
122|student|19|18|50|65|1.3722222222222222
122|technician|3|1|50|65|3.8999999999999995
122|writer|3|5|50|65|0.7799999999999999
123|administrator|12|4|144|43|0.8958333333333333
123|artist|8|1|144|43|2.388888888888889
123|educator|17|2|144|43|2.538194444444444
123|engineer|11|5|144|43|0.6569444444444446
123|entertainment|3|1|144|43|0.8958333333333333
123|executive|4|4|144|43|0.2986111111111111
123|healthcare|2|3|144|43|0.19907407407407407
123|homemaker|1|0|144|43|0.31249999999999994
123|lawyer|3|0|144|43|0.9374999999999999
123|librarian|15|1|144|43|4.479166666666667
123|marketing|1|0|144|43|0.31249999999999994
123|other|19|4|144|43|1.418402777777778
123|programmer|9|5|144|43|0.5375
123|retired|3|0|144|43|0.9374999999999999
123|salesman|0|1|144|43|0.2945205479452055
123|scientist|3|1|144|43|0.8958333333333333
123|student|21|6|144|43|1.045138888888889
123|technician|3|0|144|43|0.9374999999999999
123|writer|9|5|144|43|0.5375
124|administrator|10|8|125|119|1.1900000000000002
124|artist|2|1|125|119|1.9040000000000001
124|doctor|2|0|125|119|1.936
124|educator|9|14|125|119|0.612
124|engineer|8|9|125|119|0.8462222222222223
124|entertainment|1|3|125|119|0.31733333333333336
124|executive|5|5|125|119|0.952
124|healthcare|2|4|125|119|0.47600000000000003
124|homemaker|1|0|125|119|0.968
124|lawyer|0|1|125|119|0.937007874015748
124|librarian|2|6|125|119|0.31733333333333336
124|marketing|3|2|125|119|1.4280000000000002
124|none|2|2|125|119|0.9520000000000001
124|other|19|15|125|119|1.2058666666666666
124|programmer|13|6|125|119|2.0626666666666664
124|retired|2|1|125|119|1.9040000000000001
124|salesman|1|1|125|119|0.9520000000000001
124|scientist|2|3|125|119|0.6346666666666667
124|student|33|26|125|119|1.2083076923076923
124|technician|4|5|125|119|0.7615999999999999
124|writer|4|7|125|119|0.544
125|administrator|6|1|62|35|3.3870967741935485
125|artist|0|1|62|35|0.546875
125|educator|10|6|62|35|0.9408602150537634
125|engineer|5|5|62|35|0.5645161290322581
125|entertainment|1|0|62|35|0.596774193548387
125|executive|4|2|62|35|1.1290322580645162
125|healthcare|2|2|62|35|0.5645161290322581
125|homemaker|1|0|62|35|0.596774193548387
125|lawyer|1|0|62|35|0.596774193548387
125|librarian|3|3|62|35|0.564516129032258
125|marketing|1|1|62|35|0.5645161290322581
125|none|0|1|62|35|0.546875
125|other|6|5|62|35|0.6774193548387097
125|programmer|5|1|62|35|2.8225806451612905
125|retired|0|1|62|35|0.546875
125|scientist|1|1|62|35|0.5645161290322581
125|student|10|3|62|35|1.8817204301075268
125|technician|4|1|62|35|2.2580645161290325
125|writer|2|1|62|35|1.1290322580645162
126|administrator|28|4|351|62|1.2364672364672364
126|artist|11|1|351|62|1.9430199430199433
126|doctor|2|0|351|62|0.3646723646723647
126|educator|37|6|351|62|1.0892687559354226
126|engineer|21|12|351|62|0.30911680911680917
126|entertainment|6|0|351|62|1.0940170940170941
126|executive|14|0|351|62|2.5527065527065527
126|healthcare|7|3|351|62|0.41215574548907885
126|homemaker|0|1|351|62|0.1756373937677054
126|lawyer|3|1|351|62|0.52991452991453
126|librarian|20|2|351|62|1.7663817663817665
126|marketing|11|1|351|62|1.9430199430199433
126|none|1|0|351|62|0.18233618233618235
126|other|40|13|351|62|0.5435020819636204
126|programmer|28|4|351|62|1.2364672364672364
126|retired|7|1|351|62|1.2364672364672364
126|salesman|4|0|351|62|0.7293447293447294
126|scientist|10|3|351|62|0.5887939221272555
126|student|70|6|351|62|2.060778727445394
126|technician|12|1|351|62|2.11965811965812
126|writer|19|3|351|62|1.1187084520417854
127|administrator|0|4|33|32|0.22857142857142856
127|artist|0|1|33|32|0.9142857142857143
127|educator|2|2|33|32|0.9696969696969697
127|engineer|4|4|33|32|0.9696969696969697
127|executive|0|1|33|32|0.9142857142857143
127|healthcare|0|2|33|32|0.45714285714285713
127|librarian|0|1|33|32|0.9142857142857143
127|marketing|0|1|33|32|0.9142857142857143
127|none|1|0|33|32|1.0303030303030303
127|other|2|2|33|32|0.9696969696969697
127|programmer|5|1|33|32|4.848484848484849
127|scientist|0|1|33|32|0.9142857142857143
127|student|13|9|33|32|1.4006734006734005
127|technician|3|1|33|32|2.909090909090909
127|writer|3|2|33|32|1.4545454545454546
128|administrator|4|1|88|41|1.8636363636363635
128|artist|2|2|88|41|0.4659090909090909
128|doctor|1|0|88|41|0.48863636363636365
128|educator|9|4|88|41|1.0482954545454546
128|engineer|4|4|88|41|0.4659090909090909
128|entertainment|4|1|88|41|1.8636363636363635
128|executive|3|1|88|41|1.3977272727272725
128|healthcare|0|2|88|41|0.22777777777777777
128|lawyer|1|0|88|41|0.48863636363636365
128|librarian|4|1|88|41|1.8636363636363635
128|marketing|1|1|88|41|0.4659090909090909
128|other|13|7|88|41|0.8652597402597403
128|programmer|5|7|88|41|0.33279220779220775
128|retired|2|0|88|41|0.9772727272727273
128|scientist|3|2|88|41|0.6988636363636362
128|student|22|4|88|41|2.5625
128|technician|3|1|88|41|1.3977272727272725
128|writer|7|3|88|41|1.0871212121212122
129|administrator|0|1|5|18|2.5714285714285716
129|educator|0|2|5|18|1.2857142857142858
129|engineer|1|3|5|18|1.2000000000000002
129|entertainment|0|1|5|18|2.5714285714285716
129|executive|0|1|5|18|2.5714285714285716
129|healthcare|0|1|5|18|2.5714285714285716
129|homemaker|1|0|5|18|4.0
129|lawyer|1|0|5|18|4.0
129|librarian|1|0|5|18|4.0
129|other|0|1|5|18|2.5714285714285716
129|programmer|0|1|5|18|2.5714285714285716
129|retired|0|2|5|18|1.2857142857142858
129|student|0|3|5|18|0.8571428571428571
129|technician|0|2|5|18|1.2857142857142858
129|writer|1|0|5|18|4.0
130|administrator|4|2|61|34|1.1147540983606559
130|artist|3|0|61|34|1.7704918032786885
130|educator|10|3|61|34|1.8579234972677594
130|engineer|6|2|61|34|1.6721311475409837
130|executive|3|0|61|34|1.7704918032786885
130|healthcare|1|2|61|34|0.27868852459016397
130|lawyer|1|1|61|34|0.5573770491803279
130|librarian|6|3|61|34|1.1147540983606556
130|marketing|3|2|61|34|0.8360655737704918
130|other|10|4|61|34|1.3934426229508197
130|programmer|3|3|61|34|0.5573770491803278
130|retired|1|1|61|34|0.5573770491803279
130|scientist|0|1|61|34|0.5396825396825397
130|student|8|6|61|34|0.7431693989071038
130|technician|0|3|61|34|0.17989417989417988
130|writer|2|1|61|34|1.1147540983606559
131|administrator|17|6|181|65|1.0174953959484345
131|artist|7|2|181|65|1.2569060773480663
131|doctor|1|0|181|65|0.3701657458563536
131|educator|21|2|181|65|3.7707182320441985
131|engineer|19|6|181|65|1.1372007366482504
131|entertainment|0|3|181|65|0.11839708561020036
131|executive|6|1|181|65|2.1546961325966847
131|healthcare|4|1|181|65|1.43646408839779
131|lawyer|3|1|181|65|1.0773480662983423
131|librarian|9|4|181|65|0.8080110497237568
131|marketing|2|4|181|65|0.17955801104972374
131|none|1|0|181|65|0.3701657458563536
131|other|21|5|181|65|1.5082872928176794
131|programmer|18|4|181|65|1.6160220994475136
131|retired|2|1|181|65|0.718232044198895
131|salesman|1|0|181|65|0.3701657458563536
131|scientist|5|3|181|65|0.5985267034990791
131|student|29|17|181|65|0.612609684757881
131|technician|7|3|181|65|0.8379373848987108
131|writer|8|2|181|65|1.43646408839779
132|administrator|8|8|116|55|0.47413793103448276
132|artist|4|2|116|55|0.9482758620689655
132|doctor|1|0|116|55|0.4913793103448276
132|educator|16|4|116|55|1.896551724137931
132|engineer|12|5|116|55|1.1379310344827587
132|entertainment|1|2|116|55|0.23706896551724138
132|executive|2|2|116|55|0.47413793103448276
132|healthcare|4|0|116|55|1.9655172413793105
132|lawyer|3|1|116|55|1.4224137931034484
132|librarian|5|4|116|55|0.5926724137931035
132|marketing|5|0|116|55|2.4568965517241383
132|other|17|5|116|55|1.612068965517241
132|programmer|6|3|116|55|0.9482758620689655
132|retired|1|2|116|55|0.23706896551724138
132|salesman|1|0|116|55|0.4913793103448276
132|scientist|3|3|116|55|0.47413793103448276
132|student|20|6|116|55|1.5804597701149428
132|technician|3|4|116|55|0.3556034482758621
132|writer|4|4|116|55|0.47413793103448276
133|administrator|14|4|162|36|0.7777777777777778
133|artist|6|3|162|36|0.4444444444444444
133|doctor|1|0|162|36|0.2345679012345679
133|educator|18|5|162|36|0.7999999999999999
133|engineer|13|4|162|36|0.7222222222222222
133|entertainment|4|0|162|36|0.9382716049382716
133|executive|3|1|162|36|0.6666666666666666
133|healthcare|3|1|162|36|0.6666666666666666
133|lawyer|5|0|162|36|1.1728395061728396
133|librarian|12|0|162|36|2.814814814814815
133|marketing|4|1|162|36|0.8888888888888888
133|none|1|0|162|36|0.2345679012345679
133|other|17|5|162|36|0.7555555555555554
133|programmer|8|3|162|36|0.5925925925925926
133|retired|4|0|162|36|0.9382716049382716
133|salesman|2|0|162|36|0.4691358024691358
133|scientist|5|1|162|36|1.1111111111111112
133|student|24|4|162|36|1.3333333333333333
133|technician|6|1|162|36|1.3333333333333333
133|writer|12|3|162|36|0.8888888888888888
134|administrator|17|8|187|72|0.8181818181818182
134|artist|9|0|187|72|3.561497326203208
134|doctor|1|0|187|72|0.3957219251336898
134|educator|19|9|187|72|0.8128342245989305
134|engineer|23|8|187|72|1.1069518716577542
134|entertainment|4|2|187|72|0.7700534759358288
134|executive|9|0|187|72|3.561497326203208
134|healthcare|5|1|187|72|1.9251336898395723
134|lawyer|3|1|187|72|1.1550802139037435
134|librarian|10|6|187|72|0.6417112299465241
134|marketing|3|1|187|72|1.1550802139037435
134|none|0|1|187|72|0.38095238095238093
134|other|10|11|187|72|0.35002430724355854
134|programmer|21|5|187|72|1.6171122994652407
134|retired|3|0|187|72|1.1871657754010696
134|salesman|1|0|187|72|0.3957219251336898
134|scientist|7|1|187|72|2.695187165775401
134|student|28|10|187|72|1.0780748663101603
134|technician|9|4|187|72|0.8663101604278075
134|writer|5|4|187|72|0.4812834224598931
135|administrator|10|0|86|19|2.441860465116279
135|artist|3|0|86|19|0.7325581395348838
135|doctor|1|0|86|19|0.24418604651162792
135|educator|18|1|86|19|3.976744186046512
135|engineer|6|1|86|19|1.3255813953488373
135|entertainment|1|1|86|19|0.22093023255813954
135|executive|2|1|86|19|0.4418604651162791
135|healthcare|2|0|86|19|0.48837209302325585
135|lawyer|2|1|86|19|0.4418604651162791
135|librarian|3|0|86|19|0.7325581395348838
135|marketing|5|0|86|19|1.2209302325581395
135|other|10|3|86|19|0.7364341085271318
135|programmer|5|0|86|19|1.2209302325581395
135|retired|1|1|86|19|0.22093023255813954
135|scientist|1|1|86|19|0.22093023255813954
135|student|10|5|86|19|0.4418604651162791
135|technician|3|1|86|19|0.6627906976744187
135|writer|3|3|86|19|0.22093023255813954
136|administrator|5|6|116|55|0.3951149425287357
136|artist|4|1|116|55|1.896551724137931
136|doctor|2|0|116|55|0.9827586206896552
136|educator|20|4|116|55|2.370689655172414
136|engineer|9|6|116|55|0.7112068965517242
136|entertainment|2|0|116|55|0.9827586206896552
136|executive|3|4|116|55|0.3556034482758621
136|healthcare|2|4|116|55|0.23706896551724138
136|lawyer|2|1|116|55|0.9482758620689655
136|librarian|10|4|116|55|1.185344827586207
136|marketing|1|1|116|55|0.47413793103448276
136|other|14|6|116|55|1.10632183908046
136|programmer|9|4|116|55|1.0668103448275863
136|retired|1|2|116|55|0.23706896551724138
136|salesman|1|0|116|55|0.4913793103448276
136|scientist|4|4|116|55|0.47413793103448276
136|student|19|4|116|55|2.252155172413793
136|technician|4|0|116|55|1.9655172413793105
136|writer|4|4|116|55|0.47413793103448276
137|administrator|0|2|5|14|1.0
137|educator|0|2|5|14|1.0
137|healthcare|0|1|5|14|2.0
137|none|0|1|5|14|2.0
137|programmer|1|2|5|14|1.4000000000000001
137|retired|1|0|5|14|3.2
137|student|2|4|5|14|1.4000000000000001
137|technician|0|1|5|14|2.0
137|writer|1|1|5|14|2.8000000000000003
138|administrator|1|2|8|42|2.625
138|artist|0|1|8|42|4.2
138|educator|1|1|8|42|5.25
138|engineer|1|6|8|42|0.875
138|executive|0|1|8|42|4.2
138|healthcare|0|2|8|42|2.1
138|lawyer|0|2|8|42|2.1
138|librarian|0|1|8|42|4.2
138|marketing|0|2|8|42|2.1
138|other|1|7|8|42|0.75
138|programmer|0|3|8|42|1.4000000000000001
138|retired|0|1|8|42|4.2
