item.id|age_group|like.feat|dislike.feat|like.all|dislike.all|odd.ratio
340|old|5|4|5|6|1.5
340|young|0|2|5|6|0.42857142857142855
341|old|13|21|19|33|1.0751879699248121
341|young|6|12|19|33|0.8684210526315789
342|old|28|46|47|77|0.9972247918593894
342|young|19|31|47|77|1.0041180507892928
343|old|30|17|36|19|0.9313725490196079
343|young|6|2|36|19|1.5833333333333333
344|old|29|22|38|27|0.9366028708133972
344|young|9|5|38|27|1.2789473684210526
345|old|43|34|77|49|0.8048128342245989
345|young|34|15|77|49|1.4424242424242424
346|old|59|40|78|59|1.1157051282051282
346|young|19|19|78|59|0.7564102564102565
347|old|5|11|13|14|0.48951048951048953
347|young|8|3|13|14|2.8717948717948723
348|old|9|12|10|21|1.5750000000000002
348|young|1|9|10|21|0.23333333333333336
349|old|11|13|19|22|0.979757085020243
349|young|8|9|19|22|1.0292397660818713
350|young|2|9|4|16|0.8888888888888888
350|old|2|7|4|16|1.1428571428571428
351|old|5|9|6|20|1.8518518518518519
351|young|1|11|6|20|0.303030303030303
352|old|4|3|4|10|3.3333333333333335
352|young|0|7|4|10|0.2380952380952381
353|old|19|22|40|32|0.6909090909090909
353|young|21|10|40|32|1.6800000000000002
354|young|5|9|12|29|1.3425925925925926
354|old|7|20|12|29|0.8458333333333333
355|old|33|30|48|49|1.1229166666666666
355|young|15|19|48|49|0.805921052631579
356|old|176|27|230|34|0.9636070853462159
356|young|54|7|230|34|1.1403726708074535
357|old|9|60|32|111|0.5203125
357|young|23|51|32|111|1.5643382352941175
358|old|7|5|8|10|1.75
358|young|1|5|8|10|0.25
359|old|2|2|5|5|1.0
359|young|3|3|5|5|1.0
360|young|3|4|5|5|0.7499999999999999
360|old|2|1|5|5|2.0
361|old|5|10|8|20|1.25
361|young|3|10|8|20|0.75
362|old|4|20|11|36|0.6545454545454545
362|young|7|16|11|36|1.4318181818181819
363|old|4|12|7|30|1.4285714285714284
363|young|3|18|7|30|0.7142857142857143
364|old|13|19|19|29|1.0443213296398892
364|young|6|10|19|29|0.9157894736842104
365|old|9|13|21|26|0.8571428571428571
365|young|12|13|21|26|1.1428571428571428
366|old|56|52|86|84|1.0518783542039356
366|young|30|32|86|84|0.9156976744186047
367|old|0|16|2|29|0.453125
367|young|2|13|2|29|2.230769230769231
368|old|4|16|15|40|0.6666666666666666
368|young|11|24|15|40|1.222222222222222
369|old|5|25|10|29|0.5800000000000001
369|young|5|4|10|29|3.625
370|old|27|32|27|40|1.25
370|young|0|8|27|40|0.17241379310344826
371|old|14|9|20|14|1.0888888888888888
371|young|6|5|20|14|0.84
372|old|5|19|11|28|0.6698564593301435
372|young|6|9|11|28|1.6969696969696968
373|old|0|5|2|9|0.44999999999999996
373|young|2|4|2|9|2.25
374|old|2|12|3|20|1.1111111111111112
374|young|1|8|3|20|0.8333333333333333
375|old|1|10|3|21|0.7
375|young|2|11|3|21|1.2727272727272725
376|old|0|7|1|12|0.5714285714285714
376|young|1|5|1|12|2.4
377|old|48|26|64|37|1.0673076923076923
377|young|16|11|64|37|0.8409090909090908
378|old|7|15|16|27|0.7875
378|young|9|12|16|27|1.265625
379|old|38|43|51|65|1.126310989512084
379|young|13|22|51|65|0.7531194295900178
380|old|44|38|54|46|0.98635477582846
380|young|10|8|54|46|1.0648148148148149
381|old|47|35|60|51|1.1414285714285715
381|young|13|16|60|51|0.690625
382|old|0|21|1|30|0.4761904761904762
382|young|1|9|1|30|3.3333333333333335
383|old|11|28|14|55|1.5433673469387756
383|young|3|27|14|55|0.4365079365079365
384|old|79|59|119|89|1.0014242985329724
384|young|40|30|119|89|0.9971988795518208
385|old|11|40|18|69|1.0541666666666667
385|young|7|29|18|69|0.9252873563218391
386|old|27|24|32|33|1.16015625
386|young|5|9|32|33|0.5729166666666667
387|old|1|16|3|25|0.5208333333333333
387|young|2|9|3|25|1.8518518518518519
388|old|12|10|12|15|1.5
388|young|0|5|12|15|0.21428571428571427
389|old|3|3|4|6|1.5
389|young|1|3|4|6|0.5
390|old|9|30|12|47|1.175
390|young|3|17|12|47|0.6911764705882353
391|old|23|24|36|32|0.8518518518518517
391|young|13|8|36|32|1.4444444444444444
392|old|70|63|97|95|1.0882016036655213
392|young|27|32|97|95|0.8263530927835052
393|old|3|4|6|6|0.75
393|young|3|2|6|6|1.5
394|old|5|23|10|46|1.0
394|young|5|23|10|46|1.0
395|old|12|26|18|36|0.923076923076923
395|young|6|10|18|36|1.2
396|old|1|4|2|10|1.25
396|young|1|6|2|10|0.8333333333333334
397|old|1|13|3|23|0.5897435897435898
397|young|2|10|3|23|1.5333333333333332
398|old|28|27|37|52|1.4574574574574575
398|young|9|25|37|52|0.505945945945946
399|old|1|10|5|13|0.26
399|young|4|3|5|13|3.466666666666667
400|old|14|31|19|57|1.3548387096774193
400|young|5|26|19|57|0.5769230769230769
401|old|59|53|86|84|1.0873189995612111
401|young|27|31|86|84|0.8507126781695423
402|old|55|70|101|100|0.777934936350778
402|young|46|30|101|100|1.5181518151815183
403|old|39|26|59|42|1.0677966101694916
403|young|20|16|59|42|0.8898305084745762
404|old|93|130|152|192|0.9036437246963561
404|young|59|62|152|192|1.2020373514431237
405|old|2|22|7|42|0.5454545454545454
405|young|5|20|7|42|1.5000000000000002
406|old|6|23|7|36|1.3416149068322982
406|young|1|13|7|36|0.3956043956043956
407|old|74|8|100|12|1.11
407|young|26|4|100|12|0.78
408|old|17|27|28|42|0.9444444444444443
408|young|11|15|28|42|1.0999999999999999
409|old|31|64|73|89|0.5905393835616438
409|young|42|25|73|89|2.0482191780821917
410|old|25|75|50|113|0.7533333333333333
410|young|25|38|50|113|1.4868421052631577
411|old|11|48|15|78|1.1916666666666664
411|young|4|30|15|78|0.6933333333333332
412|old|7|28|13|42|0.8076923076923077
412|young|6|14|13|42|1.3846153846153848
413|old|34|23|36|26|1.067632850241546
413|young|2|3|36|26|0.48148148148148145
414|old|1|17|5|20|0.23529411764705885
414|young|4|3|5|20|5.333333333333334
415|old|24|15|32|32|1.6
415|young|8|17|32|32|0.47058823529411764
416|old|14|35|24|49|0.8166666666666667
416|young|10|14|24|49|1.4583333333333335
417|old|45|40|68|61|1.0091911764705883
417|young|23|21|68|61|0.9824929971988796
418|old|75|49|109|69|0.9689196779629282
418|young|34|20|109|69|1.0761467889908256
419|old|31|18|48|33|1.184027777777778
419|young|17|15|48|33|0.7791666666666668
420|old|32|20|67|39|0.9313432835820896
420|young|35|19|67|39|1.0722702278083267
421|old|4|14|7|19|0.7755102040816326
421|young|3|5|7|19|1.6285714285714286
422|old|153|57|199|101|1.3623380058185666
422|young|46|44|199|101|0.5306075833714025
423|old|0|14|0|19|0.6785714285714286
423|young|0|5|0|19|1.9000000000000001
424|old|40|26|57|28|0.7557354925775978
424|young|17|2|57|28|4.175438596491228
425|old|1|9|11|21|0.21212121212121213
425|young|10|12|11|21|1.590909090909091
426|old|143|16|193|26|1.2040155440414506
426|young|50|10|193|26|0.6735751295336787
427|old|70|32|86|35|0.8902616279069768
427|young|16|3|86|35|2.1705426356589146
428|old|62|22|74|23|0.8759213759213759
428|young|12|1|74|23|3.72972972972973
429|old|60|23|67|26|1.0123296560674888
429|young|7|3|67|26|0.9054726368159203
430|old|52|48|85|68|0.8666666666666667
430|young|33|20|85|68|1.32
431|old|80|44|111|63|1.031941031941032
431|young|31|19|111|63|0.9260312944523471
432|old|66|46|103|68|0.9472351203039258
432|young|37|22|103|68|1.1103265666372462
433|old|38|18|45|22|1.0320987654320988
433|young|7|4|45|22|0.8555555555555555
434|old|132|54|152|64|1.0292397660818713
434|young|20|10|152|64|0.8421052631578947
435|old|39|37|52|47|0.9527027027027026
435|young|13|10|52|47|1.175
436|old|0|4|0|5|0.625
436|young|0|1|0|5|2.5
437|old|0|5|0|6|0.6
437|young|0|1|0|6|3.0
438|old|0|4|0|5|0.625
438|young|0|1|0|5|2.5
439|old|1|10|1|13|1.2999999999999998
439|young|0|3|1|13|1.4444444444444442
440|old|4|35|8|45|0.6428571428571428
440|young|4|10|8|45|2.25
441|old|0|3|0|4|0.6666666666666666
441|young|0|1|0|4|2.0
442|old|82|40|108|54|1.0250000000000001
442|young|26|14|108|54|0.9285714285714286
443|old|9|27|12|34|0.9444444444444445
443|young|3|7|12|34|1.2142857142857144
444|old|8|9|12|10|0.7407407407407407
444|young|4|1|12|10|3.333333333333333
445|old|1|6|2|7|0.5833333333333334
445|young|1|1|2|7|3.5
446|old|46|41|65|56|0.9666041275797375
446|young|19|15|65|56|1.0912820512820514
447|old|25|42|36|49|0.8101851851851852
447|young|11|7|36|49|2.1388888888888893
448|old|29|62|37|80|1.0113339145597209
448|young|8|18|37|80|0.960960960960961
449|old|11|34|12|51|1.375
449|young|1|17|12|51|0.25
450|old|62|60|87|83|0.9858237547892721
450|young|25|23|87|83|1.0369815092453771
451|old|5|34|13|53|0.5995475113122173
451|young|8|19|13|53|1.716599190283401
452|old|0|9|1|15|0.5555555555555556
452|young|1|6|1|15|2.5
453|old|4|11|4|12|1.090909090909091
453|young|0|1|4|12|2.0
454|old|32|54|66|79|0.7093153759820426
454|young|34|25|66|79|1.6278787878787877
455|old|1|23|5|43|0.37391304347826093
455|young|4|20|5|43|1.7200000000000002
456|old|3|17|3|24|1.4117647058823528
456|young|0|7|3|24|0.6857142857142857
457|old|26|41|36|54|0.9512195121951219
457|young|10|13|36|54|1.153846153846154
458|old|14|5|19|5|0.7368421052631579
458|young|5|0|19|5|1.8421052631578947
459|old|4|11|10|18|0.6545454545454545
459|young|6|7|10|18|1.5428571428571427
460|old|28|24|41|33|0.9390243902439025
460|young|13|9|41|33|1.1626016260162602
461|old|78|32|101|47|1.1342821782178218
461|young|23|15|101|47|0.7135313531353136
462|old|42|16|51|20|1.0294117647058822
462|young|9|4|51|20|0.8823529411764706
463|old|14|8|16|11|1.203125
463|young|2|3|16|11|0.45833333333333337
464|old|35|28|47|38|1.0106382978723405
464|young|12|10|47|38|0.9702127659574468
465|old|26|14|32|20|1.1607142857142858
465|young|6|6|32|20|0.625
466|old|18|15|31|17|0.6580645161290323
466|young|13|2|31|17|3.5645161290322585
467|old|23|19|29|35|1.4609800362976408
467|young|6|16|29|35|0.4525862068965517
468|old|33|12|47|20|1.1702127659574468
468|young|14|8|47|20|0.7446808510638298
469|old|35|31|61|47|0.8699101004759386
469|young|26|16|61|47|1.2520491803278688
470|old|85|65|130|91|0.9153846153846154
470|young|45|26|130|91|1.2115384615384617
471|old|31|74|51|107|0.8789083200847907
471|young|20|33|51|107|1.2715389185977422
472|old|32|61|44|82|0.977645305514158
472|young|12|21|44|82|1.0649350649350648
473|old|120|32|154|40|0.974025974025974
473|young|34|8|154|40|1.1038961038961037
474|old|104|47|180|70|0.8605200945626478
474|young|76|23|180|70|1.285024154589372
475|old|33|85|52|108|0.8063348416289592
475|young|19|23|52|108|1.7157190635451505
476|old|27|34|44|51|0.9204545454545455
476|young|17|17|44|51|1.1590909090909092
477|old|72|17|83|21|1.0715804394046775
477|young|11|4|83|21|0.6957831325301206
478|old|127|12|162|17|1.11059670781893
478|young|35|5|162|17|0.7345679012345678
479|old|116|21|154|25|0.896722325293754
479|young|38|4|154|25|1.5422077922077921
480|old|35|22|41|22|0.8536585365853658
480|young|6|0|41|22|3.5121951219512195
481|old|78|31|92|36|0.9845722300140252
481|young|14|5|92|36|1.0956521739130436
482|old|170|26|216|27|0.8173076923076924
482|young|46|1|216|27|5.75
483|old|94|17|112|26|1.2836134453781514
483|young|18|9|112|26|0.46428571428571436
484|old|63|37|78|47|1.025987525987526
484|young|15|10|78|47|0.9038461538461539
485|old|36|19|41|23|1.0629011553273426
485|young|5|4|41|23|0.7012195121951219
486|old|41|15|52|16|0.841025641025641
486|young|11|1|52|16|3.3846153846153846
487|old|48|10|53|12|1.0867924528301887
487|young|5|2|53|12|0.5660377358490567
488|old|37|9|42|10|0.9788359788359788
488|young|5|1|42|10|1.1904761904761902
489|old|33|9|40|10|0.9166666666666666
489|young|7|1|40|10|1.7499999999999998
490|old|40|16|45|22|1.222222222222222
490|young|5|6|45|22|0.40740740740740744
491|old|35|18|41|18|0.8536585365853658
491|young|6|0|41|18|2.9268292682926824
492|old|45|11|48|12|1.0227272727272727
492|young|3|1|48|12|0.75
493|old|32|13|41|15|0.900562851782364
493|young|9|2|41|15|1.6463414634146343
494|old|33|22|36|23|0.9583333333333333
494|young|3|1|36|23|1.9166666666666665
495|old|131|45|175|56|0.9315555555555555
495|young|44|11|175|56|1.28
496|old|32|20|44|24|0.8727272727272727
496|young|12|4|44|24|1.6363636363636362
497|old|107|24|124|28|1.006720430107527
497|young|17|4|124|28|0.9596774193548386
498|old|41|16|46|16|0.8913043478260869
498|young|5|0|46|16|1.9565217391304348
499|old|19|6|24|7|0.9236111111111112
499|young|5|1|24|7|1.4583333333333335
500|old|41|42|61|62|0.9921935987509758
500|young|20|20|61|62|1.0163934426229508
501|old|30|19|36|21|0.9210526315789475
501|young|6|2|36|21|1.75
502|old|20|14|23|16|0.9937888198757764
502|young|3|2|23|16|1.0434782608695652
503|old|64|41|78|44|0.8805503439649781
503|young|14|3|78|44|2.632478632478633
504|old|40|14|51|17|0.9523809523809524
504|young|11|3|51|17|1.222222222222222
505|old|46|22|60|30|1.0454545454545456
505|young|14|8|60|30|0.875
506|old|58|25|68|30|1.0235294117647058
506|young|10|5|68|30|0.8823529411764707
507|old|86|65|131|84|0.8483852025836758
507|young|45|19|131|84|1.5186822016874246
508|old|80|22|88|33|1.3636363636363638
508|young|8|11|88|33|0.27272727272727276
509|old|75|26|86|35|1.1739713774597496
509|young|11|9|86|35|0.4974160206718347
510|old|126|22|145|28|1.1059561128526645
510|young|19|6|145|28|0.6114942528735633
511|old|35|14|41|16|0.975609756097561
511|young|6|2|41|16|1.170731707317073
512|old|55|5|65|7|1.1846153846153846
512|young|10|2|65|7|0.5384615384615385
513|old|106|49|127|53|0.9027800096416518
513|young|21|4|127|53|2.190944881889764
514|old|156|26|168|33|1.1785714285714286
514|young|12|7|168|33|0.336734693877551
515|old|46|15|46|17|1.1333333333333333
515|young|0|2|46|17|0.17708333333333331
516|old|53|28|60|31|0.9779761904761904
516|young|7|3|60|31|1.2055555555555557
517|old|43|25|59|30|0.8745762711864405
517|young|16|5|59|30|1.6271186440677967
518|old|61|11|67|13|1.0759837177747624
518|young|6|2|67|13|0.5820895522388059
519|old|80|26|95|29|0.9392712550607287
519|young|15|3|95|29|1.526315789473684
520|old|72|34|80|40|1.0588235294117647
520|young|8|6|80|40|0.6666666666666667
521|old|16|14|19|16|0.9624060150375939
521|young|3|2|19|16|1.263157894736842
522|old|105|34|125|39|0.9635294117647059
522|young|20|5|125|39|1.2480000000000002
523|old|29|10|34|12|1.0235294117647058
523|young|5|2|34|12|0.8823529411764707
524|old|49|16|55|18|1.0022727272727272
524|young|6|2|55|18|0.9818181818181818
525|old|67|33|83|41|1.0029207740051114
525|young|16|8|83|41|0.9879518072289157
526|old|118|42|146|49|0.9429223744292238
526|young|28|7|146|49|1.3424657534246576
527|old|86|22|97|24|0.9671977507029054
527|young|11|2|97|24|1.3608247422680413
528|old|62|21|70|23|0.9700680272108844
528|young|8|2|70|23|1.3142857142857143
529|old|56|18|60|20|1.037037037037037
529|young|4|2|60|20|0.6666666666666666
530|old|67|29|93|36|0.8943270300333704
530|young|26|7|93|36|1.4377880184331795
531|old|7|9|9|13|1.123456790123457
531|young|2|4|9|13|0.7222222222222221
532|old|8|3|10|5|1.3333333333333335
532|young|2|2|10|5|0.5
533|young|2|2|6|7|1.1666666666666667
533|old|4|5|6|7|0.9333333333333332
534|young|9|10|19|35|1.6578947368421053
534|old|10|25|19|35|0.7368421052631579
535|old|5|3|5|5|1.6666666666666667
535|young|0|2|5|5|0.3571428571428571
536|old|17|8|20|10|1.0625
536|young|3|2|20|10|0.7499999999999999
537|old|20|22|37|29|0.7125307125307127
537|young|17|7|37|29|1.9034749034749034
538|old|9|22|9|35|1.590909090909091
538|young|0|13|9|35|0.24475524475524477
539|old|2|20|3|40|1.3333333333333333
539|young|1|20|3|40|0.6666666666666666
540|old|4|17|13|36|0.6515837104072398
540|young|9|19|13|36|1.311740890688259
541|old|6|26|9|42|1.0769230769230769
541|young|3|16|9|42|0.875
542|old|11|7|12|9|1.1785714285714286
542|young|1|2|12|9|0.375
543|old|18|21|34|37|0.9327731092436975
543|young|16|16|34|37|1.088235294117647
544|old|0|6|0|12|1.0
544|young|0|6|0|12|1.0
545|old|52|109|92|162|0.8400478659752691
545|young|40|53|92|162|1.3289581624282198
546|old|8|17|21|20|0.44817927170868344
546|young|13|3|21|20|4.126984126984127
547|old|1|8|1|11|1.375
547|young|0|3|1|11|1.2222222222222223
548|old|41|23|52|40|1.37123745819398
548|young|11|17|52|40|0.497737556561086
549|old|38|54|66|85|0.9062850729517398
549|young|28|31|66|85|1.163245356793744
550|old|1|11|4|20|0.45454545454545453
550|young|3|9|4|20|1.6666666666666665
551|old|7|14|13|32|1.2307692307692306
551|young|6|18|13|32|0.8205128205128206
552|old|14|26|26|37|0.7662721893491123
552|young|12|11|26|37|1.5524475524475525
553|old|16|48|29|73|0.839080459770115
553|young|13|25|29|73|1.3089655172413794
554|old|1|4|2|8|1.0
554|young|1|4|2|8|1.0
555|old|1|6|1|11|1.8333333333333335
555|young|0|5|1|11|0.7333333333333333
556|old|7|6|8|9|1.3125
556|young|1|3|8|9|0.375
557|old|33|16|46|24|1.0760869565217392
557|young|13|8|46|24|0.8478260869565217
558|old|22|61|49|88|0.6477082636333221
558|young|27|27|49|88|1.7959183673469385
559|old|2|9|4|18|1.0
559|young|2|9|4|18|1.0
560|old|10|28|18|41|0.8134920634920635
560|young|8|13|18|41|1.4017094017094016
561|old|8|18|18|30|0.7407407407407407
561|young|10|12|18|30|1.3888888888888888
562|old|1|21|3|26|0.4126984126984127
562|young|2|5|3|26|3.4666666666666663
563|old|0|12|2|25|0.5208333333333334
563|young|2|13|2|25|1.923076923076923
564|old|2|13|4|18|0.6923076923076923
564|young|2|5|4|18|1.7999999999999998
565|old|75|49|98|81|1.2650978758850477
565|young|23|32|98|81|0.5940688775510204
566|old|7|12|11|24|1.2727272727272727
566|young|4|12|11|24|0.7272727272727273
567|old|94|54|143|87|1.059052059052059
567|young|49|33|143|87|0.9033693579148125
568|old|8|35|13|54|0.9494505494505495
568|young|5|19|13|54|1.0931174089068827
569|old|16|20|20|30|1.2000000000000002
569|young|4|10|20|30|0.6000000000000001
570|old|2|13|3|25|1.282051282051282
570|young|1|12|3|25|0.6944444444444444
571|old|2|14|4|25|0.8928571428571428
571|young|2|11|4|25|1.1363636363636365
572|old|8|17|12|21|0.8235294117647058
572|young|4|4|12|21|1.75
573|old|2|5|3|12|1.5999999999999999
573|young|1|7|3|12|0.5714285714285714
574|old|4|21|6|38|1.206349206349206
574|young|2|17|6|38|0.7450980392156862
575|old|18|39|31|62|0.9230769230769231
575|young|13|23|31|62|1.1304347826086958
576|old|2|22|4|37|0.8409090909090908
576|young|2|15|4|37|1.2333333333333332
577|old|11|34|33|59|0.5784313725490196
577|young|22|25|33|59|1.5733333333333333
578|old|3|8|4|15|1.40625
578|young|1|7|4|15|0.5357142857142857
579|old|11|15|15|17|0.831111111111111
579|young|4|2|15|17|2.2666666666666666
580|old|17|19|27|32|1.060428849902534
580|young|10|13|27|32|0.9116809116809116
581|old|78|56|98|70|0.9948979591836734
581|young|20|14|98|70|1.0204081632653061
582|old|9|12|14|23|1.2321428571428572
582|young|5|11|14|23|0.7467532467532467
583|old|33|29|43|36|0.9526864474739375
583|young|10|7|43|36|1.196013289036545
584|old|5|16|9|30|1.0416666666666667
584|young|4|14|9|30|0.9523809523809523
585|old|5|15|7|27|1.2857142857142856
585|young|2|12|7|27|0.6428571428571429
586|old|7|4|8|6|1.3125
586|young|1|2|8|6|0.375
587|old|95|38|138|64|1.1594202898550723
587|young|43|26|138|64|0.7670011148272018
588|old|21|11|28|15|1.0227272727272727
588|young|7|4|28|15|0.9375
589|old|2|11|2|16|1.4545454545454546
589|young|0|5|2|16|0.8
590|old|64|52|100|78|0.9600000000000001
590|young|36|26|100|78|1.08
591|old|3|2|3|6|3.0
591|young|0|4|3|6|0.30000000000000004
592|old|5|5|6|6|1.0
592|young|1|1|6|6|1.0
593|old|0|4|0|5|0.625
593|young|0|1|0|5|2.5
594|old|11|31|20|44|0.7806451612903226
594|young|9|13|20|44|1.523076923076923
595|old|35|56|56|71|0.7924107142857143
595|young|21|15|56|71|1.7750000000000001
596|old|37|84|74|132|0.7857142857142857
596|young|37|48|74|132|1.375
597|old|0|3|0|4|0.6666666666666666
597|young|0|1|0|4|2.0
598|old|0|1|0|1|0.5
599|old|1|1|1|1|1.0
600|old|13|6|13|7|1.1666666666666667
600|young|0|1|13|7|0.4666666666666667
601|old|29|17|31|19|1.0455407969639468
601|young|2|2|31|19|0.6129032258064516
602|old|147|18|185|24|1.0594594594594595
602|young|38|6|185|24|0.8216216216216217
603|old|56|19|61|20|0.9663503019844695
603|young|5|1|61|20|1.6393442622950818
604|old|13|15|14|17|1.0523809523809524
604|young|1|2|14|17|0.6071428571428571
605|old|42|15|49|17|0.9714285714285714
605|young|7|2|49|17|1.2142857142857142
606|old|40|16|48|18|0.9375000000000001
606|young|8|2|48|18|1.5
607|old|21|3|25|5|1.4
607|young|4|2|25|5|0.39999999999999997
608|old|24|23|32|28|0.9130434782608696
608|young|8|5|32|28|1.4
609|old|26|13|26|15|1.1538461538461537
609|young|0|2|26|15|0.26785714285714285
610|old|24|10|29|11|0.9103448275862069
610|young|5|1|29|11|1.896551724137931
611|old|23|10|24|10|0.9583333333333334
611|young|1|0|24|10|0.5
612|old|19|6|21|6|0.9047619047619048
612|young|2|0|21|6|0.7619047619047619
613|old|28|18|31|20|1.003584229390681
613|young|3|2|31|20|0.9677419354838709
614|old|38|13|45|14|0.9094017094017094
614|young|7|1|45|14|2.177777777777778
615|old|30|24|33|31|1.1742424242424243
615|young|3|7|33|31|0.4025974025974026
616|old|10|5|12|6|1.0
616|young|2|1|12|6|1.0
617|old|10|8|10|8|1.0
618|old|16|26|24|40|1.0256410256410255
618|young|8|14|24|40|0.9523809523809524
619|old|10|25|14|29|0.8285714285714286
619|young|4|4|14|29|2.071428571428571
620|old|4|5|4|7|1.4
620|young|0|2|4|7|0.5833333333333334
621|old|9|16|17|22|0.7279411764705882
621|young|8|6|17|22|1.7254901960784315
622|old|3|20|9|30|0.5
622|young|6|10|9|30|2.0
623|old|8|9|10|12|1.0666666666666667
623|young|2|3|10|12|0.8
624|old|14|36|28|54|0.75
624|young|14|18|28|54|1.5
625|old|2|1|2|2|2.0
625|young|0|1|2|2|0.5
626|old|16|25|31|44|0.9083870967741935
626|young|15|19|31|44|1.1205432937181663
627|old|57|49|92|77|0.9736024844720497
627|young|35|28|92|77|1.046195652173913
628|old|30|40|33|44|1.0
628|young|3|4|33|44|1.0
629|old|10|19|12|19|0.8333333333333334
629|young|2|0|12|19|3.5
630|old|61|31|71|48|1.3303044070876873
630|young|10|17|71|48|0.3976801988400994
631|old|37|18|38|20|1.0818713450292399
631|young|1|2|38|20|0.2631578947368421
632|old|40|12|50|19|1.2666666666666668
632|young|10|7|50|19|0.5428571428571429
633|old|10|6|15|9|1.0
633|young|5|3|15|9|1.0
634|old|4|15|6|17|0.7555555555555555
634|young|2|2|6|17|2.833333333333333
635|old|23|43|35|56|0.8558139534883721
635|young|12|13|35|56|1.4769230769230768
636|old|8|23|11|27|0.8537549407114625
636|young|3|4|11|27|1.8409090909090908
637|old|28|12|31|13|0.9784946236559139
637|young|3|1|31|13|1.2580645161290323
638|old|22|12|26|14|0.9871794871794872
638|young|4|2|26|14|1.076923076923077
639|old|23|44|32|50|0.8167613636363636
639|young|9|6|32|50|2.34375
640|old|23|3|29|4|1.0574712643678161
640|young|6|1|29|4|0.8275862068965517
641|old|41|35|47|42|1.0468085106382978
641|young|6|7|47|42|0.7659574468085106
642|old|2|1|2|2|2.0
642|young|0|1|2|2|0.5
643|old|19|9|20|15|1.5833333333333333
643|young|1|6|20|15|0.125
644|old|13|7|17|10|1.0924369747899159
644|young|4|3|17|10|0.7843137254901961
645|old|21|9|26|12|1.0769230769230769
645|young|5|3|26|12|0.7692307692307693
646|old|45|15|52|18|1.0384615384615385
646|young|7|3|52|18|0.8076923076923077
647|old|44|16|50|17|0.935
647|young|6|1|50|17|2.04
648|old|19|21|24|26|0.9801587301587301
648|young|5|5|24|26|1.0833333333333333
649|old|30|29|38|34|0.9255898366606171
649|young|8|5|38|34|1.4315789473684208
650|old|84|25|133|38|0.9599999999999999
650|young|49|13|133|38|1.0769230769230769
651|old|40|18|63|27|0.9523809523809523
651|young|23|9|63|27|1.0952380952380953
652|old|17|7|25|9|0.8742857142857143
652|young|8|2|25|9|1.4400000000000002
653|old|92|32|111|36|0.9324324324324325
653|young|19|4|111|36|1.5405405405405406
654|old|103|53|154|73|0.9212202891448174
654|young|51|20|154|73|1.208766233766234
655|old|30|9|34|10|0.9803921568627451
655|young|4|1|34|10|1.176470588235294
656|old|91|16|113|18|0.9059734513274337
656|young|22|2|113|18|1.752212389380531
657|old|14|28|35|44|0.6285714285714287
657|young|21|16|35|44|1.65
658|old|73|24|89|26|0.8885767790262172
658|young|16|2|89|26|2.337078651685393
659|old|69|45|93|60|0.989247311827957
659|young|24|15|93|60|1.032258064516129
660|old|64|16|69|19|1.1014492753623188
660|young|5|3|69|19|0.4589371980676329
661|old|32|41|37|45|0.949241924851681
661|young|5|4|37|45|1.5202702702702704
662|old|78|28|83|33|1.1075731497418244
662|young|5|5|83|33|0.39759036144578314
663|old|24|16|26|20|1.1538461538461537
663|young|2|4|26|20|0.38461538461538464
664|old|21|48|29|71|1.0711206896551724
664|young|8|23|29|71|0.8515742128935532
665|old|1|3|1|4|1.3333333333333333
665|young|0|1|1|4|1.3333333333333333
666|old|1|10|1|11|1.1
666|young|0|1|1|11|3.6666666666666665
667|old|2|3|2|4|1.3333333333333333
667|young|0|1|2|4|1.0
668|old|0|9|1|12|0.4444444444444444
668|young|1|3|1|12|4.0
669|old|9|21|11|25|0.9740259740259741
669|young|2|4|11|25|1.1363636363636365
670|old|19|22|22|24|0.9421487603305786
670|young|3|2|22|24|1.6363636363636362
671|old|3|32|15|50|0.3125
671|young|12|18|15|50|2.2222222222222223
672|old|32|28|46|40|0.9937888198757764
672|young|14|12|46|40|1.0144927536231885
673|old|10|33|11|37|1.019283746556474
673|young|1|4|11|37|0.8409090909090909
674|old|25|18|30|24|1.1111111111111112
674|young|5|6|30|24|0.6666666666666666
675|old|22|33|31|46|0.9892473118279571
675|young|9|13|31|46|1.0272952853598016
676|old|0|1|0|1|0.5
677|old|37|107|55|164|1.0310960067969412
677|young|18|57|55|164|0.9416267942583733
678|old|25|49|35|72|1.0495626822157433
678|young|10|23|35|72|0.8944099378881988
679|old|7|13|9|25|1.4957264957264957
679|young|2|12|9|25|0.46296296296296297
680|old|5|7|6|21|2.5000000000000004
680|young|1|14|6|21|0.25
681|old|12|30|40|60|0.6
681|young|28|30|40|60|1.4
682|old|7|24|8|41|1.4947916666666667
682|young|1|17|8|41|0.30147058823529416
683|old|73|37|109|60|1.0860401686089758
683|young|36|23|109|60|0.86158755484643
684|old|46|50|68|89|1.2041176470588235
684|young|22|39|68|89|0.7383107088989442
685|old|13|15|28|22|0.680952380952381
685|young|15|7|28|22|1.683673469387755
686|old|5|41|8|61|0.9298780487804879
686|young|3|20|8|61|1.14375
687|old|2|28|4|40|0.7142857142857143
687|young|2|12|4|40|1.6666666666666667
688|old|22|32|34|53|1.0716911764705883
688|young|12|21|34|53|0.8907563025210085
689|old|60|55|84|71|0.9220779220779222
689|young|24|16|84|71|1.2678571428571428
